original address,latitude,longitude
"1401 RIVER RD / PO BOX 1410, GREENWOOD, MS",33.5182366,-90.1983227
"2520 5TH ST N, COLUMBUS, MS",33.5283469,-88.428848
"1225 N STATE ST, JACKSON, MS",32.316435,-90.179217
"2124 14 ST, MERIDIAN, MS",32.372802,-88.699536
"801 GOODYEAR BLVD, PICAYUNE, MS",30.5299584,-89.6878184
"129 JEFFERSON DAVIS BLVD BOX 1203, NATCHEZ, MS",31.5604442,-91.403171
"15200 COMMUNITY ROAD, GULFPORT, MS",30.444108,-89.093208
"300 3RD AVE SE, MAGEE, MS",31.8701265,-89.7288319
"401 GETWELL DR, SENATOBIA, MS",34.624677,-89.95648
"303 MEDICAL CENTER DRIVE, BATESVILLE, MS",34.3062874,-89.9167933
"3550 HWY 468 W, BLDG 60, WHITFIELD, MS",32.2367242,-90.0804706
"1030 RIVER OAKS BLVD, JACKSON, MS",32.3886001,-90.1072708
"7601 SOUTHCREST DR, SOUTHAVEN, MS",34.9700217,-89.9966958
"5000 HIGHWAY 39 NORTH, MERIDIAN, MS",32.409625,-88.677699
"149 DRINKWATER BLVD, BAY SAINT LOUIS, MS",30.312881,-89.3557083
"2817 ST JOHNS BLVD, JOPLIN, MO",37.0603193,-94.5274681
"17651 B HWY, BOONVILLE, MO",38.9615854,-92.741165
"300 1ST CAPITOL DR, SAINT CHARLES, MO",38.780599,-90.483787
"5325 FARAON STREET, SAINT JOSEPH, MO",39.773928,-94.770887
"601 E 14TH ST, SEDALIA, MO",38.6990708,-93.2227215
"100 ST MARYS MEDICAL PLAZA, JEFFERSON CITY, MO",38.5767017,-92.1735164
"1301 FIRST ST, KENNETT, MO",36.2365842,-90.0431487
"1000 W 10TH ST, ROLLA, MO",37.9514373,-91.7854033
"615 NEW BALLAS ROAD, SAINT LOUIS, MO",38.667006,-90.443876
"315 S OSTEOPATHY, KIRKSVILLE, MO",40.1929616,-92.5908507
"HWY 61 SOUTH, CRYSTAL CITY, MO",38.1649798,-90.3808178
"1333 SAM HOUSTON BOULEVARD, HOUSTON, MO",37.3153903,-91.9595985
"6000 HOSPITAL DR, HANNIBAL, MO",39.711156,-91.450708
"2316 E MEYER BLVD, KANSAS CITY, MO",39.0071739,-94.5592524
"ONE BARNES-JEWISH HOSPITAL PLAZA, SAINT LOUIS, MO",38.6352385,-90.2650847
"615 W NURSERY ST, BUTLER, MO",38.2495318,-94.3407546
"3801 SOUTH NATIONAL AVENUE, SPRINGFIELD, MO",37.144768,-93.280358
"1125 MADISON ST, JEFFERSON CITY, MO",38.5657122,-92.1820436
"2301 HOLMES STREET, KANSAS CITY, MO",39.0840124,-94.5759136
"2016 SOUTH MAIN ST, MARYVILLE, MO",40.3265532,-94.873994
"901 EAST 5TH STREET, WASHINGTON, MO",38.5524082,-91.0020815
"1600 E EVERGREEN, CAMERON, MO",39.7317803,-94.230672
"100 HOSPITAL DRIVE, LEBANON, MO",37.6814162,-92.6358664
"800 S ASH ST, NEVADA, MO",37.8305012,-94.3597311
"5830 N W BARRY ROAD, KANSAS CITY, MO",39.248877,-94.648331
"620 E MONROE, MEXICO, MO",39.1728794,-91.8769205
"1235 E CHEROKEE, SPRINGFIELD, MO",37.1799869,-93.274092
"1600 E BROADWAY, COLUMBIA, MO",38.94903,-92.315626
"946 EAST REED, HAYTI, MO",36.2368338,-89.7402038
"1515 UNION AVE, MOBERLY, MO",39.4238532,-92.4135429
"10010 KENNERLY ROAD, SAINT LOUIS, MO",38.5066059,-90.3802465
"1100 KENTUCKY AVE, WEST PLAINS, MO",36.7380081,-91.8755338
"109 PLUM ST, DONIPHAN, MO",36.6208332,-90.8269654
"1015 BOWLES, FENTON, MO",38.5280739,-90.475953
"1000 CARONDELET DR, KANSAS CITY, MO",38.936709,-94.603251
"6420 CLAYTON RD, RICHMOND HEIGHT, MO",38.632681,-90.3108929
"PO BOX 650 BUS HWY 65 & SKAGGS RD, BRANSON, MO",36.649695,-93.2213786
"19600 EAST 39TH STREET, INDEPENDENCE, MO",39.0477017,-94.3494658
"2800 CLAY EDWARDS DRIVE, NORTH KANSAS CI, MO",39.1491323,-94.5524327
"403 BURKARTH ROAD, WARRENSBURG, MO",38.765912,-93.72188
"7900 LEE'S SUMMIT RD, KANSAS CITY, MO",38.973823,-94.39539
"12303 DEPAUL DRIVE, BRIDGETON, MO",38.750972,-90.432545
"3635 VISTA AVE, SAINT LOUIS, MO",38.6227969,-90.2404883
"3015 N BALLAS RD, TOWN AND COUNTR, MO",38.637178,-90.4472736
"1701 LACEY ST, CAPE GIRARDEAU, MO",37.310715,-89.539896
"1008 NORTH MAIN ST, SIKESTON, MO",36.8906078,-89.5869474
"751 SAPPINGTON BRIDGE RD, SULLIVAN, MO",38.1957882,-91.1691714
"1212 WEBER RD, FARMINGTON, MO",37.7996187,-90.4404474
"2620 N WESTWOOD BLVD, POPLAR BLUFF, MO",36.7851,-90.427791
"1102 WEST 32ND STREET, JOPLIN, MO",37.0523772,-94.5277727
"4401 WORNALL ROAD, KANSAS CITY, MO",39.0476092,-94.5903727
"ONE HOSPITAL DRIVE, ROOM CE121, DC031,00, COLUMBIA, MO",38.9517053,-92.3340724
"2305 S 65 HIGHWAY, MARSHALL, MO",39.1029035,-93.2134253
"700 GIESLER DRIVE, OSCEOLA, MO",38.0515508,-93.6891477
"1200 N ONE MILE RD, DEXTER, MO",36.8049682,-89.9701215
"12634 OLIVE BOULEVARD, CREVE COEUR, MO",38.6765507,-90.4657313
"1101 W LIBERTY, FARMINGTON, MO",37.7803144,-90.4396677
"1600 N 2ND ST, CLINTON, MO",38.3882882,-93.7711529
"2345 DOUGHERTY FERRY ROAD, SAINT LOUIS, MO",38.5813017,-90.4495869
"2525 GLENN HENDREN DR, LIBERTY, MO",39.2759127,-94.4257236
"232 S WOODS MILL RD, CHESTERFIELD, MO",38.6523977,-90.504728
"11133 DUNN ROAD, SAINT LOUIS, MO",38.7757555,-90.239061
"211 ST FRANCIS DR, CAPE GIRARDEAU, MO",37.304007,-89.5719033
"54 HOSPITAL DRIVE, OSAGE BEACH, MO",38.1202689,-92.6814601
"2100 SE BLUE PARKWAY, LEES SUMMIT, MO",38.90359,-94.3330751
"10 HOSPITAL DR, SAINT PETERS, MO",38.794266,-90.580495
"201 NW R D MIZE RD, BLUE SPRINGS, MO",39.0253889,-94.264535
"1500 N OAKLAND, BOLIVAR, MO",37.600219,-93.4223741
"100 MEDICAL PLAZA, LAKE SAINT LOUI, MO",38.8033409,-90.776187
"2828 NORTH NATIONAL, SPRINGFIELD, MO",37.2486894,-93.2734917
"10 SOUTH HOSPITAL DRIVE, FULTON, MO",38.8426377,-91.9649253
"3933 S BROADWAY, SAINT LOUIS, MO",38.5842454,-90.2273911
"17065 S 71 HIGHWAY, BELTON, MO",36.422644,-94.2231078
"100 N E SAINT LUKE'S BOULEVARD, LEES SUMMIT, MO",38.9406217,-94.3784158
"2 PROGRESS POINT PKWY, O FALLON, MO",38.7158276,-90.6943003
"2475 BROADWAY, HELENA, MT",46.5829691,-111.9968375
"2800 10TH AVE N, BILLINGS, MT",45.789687,-108.51449
"1101 26TH ST S, GREAT FALLS, MT",47.4913932,-111.2625494
"500 W BROADWAY, MISSOULA, MT",46.875725,-113.999943
"400 S CLARK ST, BUTTE, MT",46.0092387,-112.5461319
"2827 FORT MISSOULA RD, MISSOULA, MT",46.846908,-114.0464
"30 13TH ST, HAVRE, MT",48.5368179,-109.685773
"1233 N 30TH ST, BILLINGS, MT",45.793365,-108.519283
"310 SUNNYVIEW LANE, KALISPELL, MT",48.2147461,-114.3261716
"915 HIGHLAND BLVD, BOZEMAN, MT",45.6699151,-111.0195457
"760 HOSPITAL CIRCLE, POST OFFICE BOX 760, BROWNING, MT",48.5569174,-113.0134175
"1411 9TH ST S, GREAT FALLS, MT",47.4896003,-111.2921101
"320 SUNNYVIEW LANE, KALISPELL, MT",48.216048,-114.3225476
"1600 SOUTH 48TH ST, LINCOLN, NE",40.796463,-96.651063
"P O BOX 1990, 10 EAST 31ST ST, KEARNEY, NE",40.7064568,-99.0813619
"987400 NEBRASKA MEDICAL CENTER, OMAHA, NE",41.2552231,-95.9789181
"555 SOUTH 70TH ST, LINCOLN, NE",40.8081559,-96.626893
"2620 WEST FAIDLEY AVE, GRAND ISLAND, NE",40.9242462,-98.3705287
"601 NORTH 30TH ST, OMAHA, NE",41.265089,-95.9549399
"715 N ST JOSEPH AVE, HASTINGS, NE",40.5923777,-98.3874844
"8303 DODGE ST, OMAHA, NE",41.2579686,-96.0416436
"7500 MERCY RD, OMAHA, NE",41.239275,-96.030982
"4021 AVE B, SCOTTSBLUFF, NE",41.8869,-103.664
"601 WEST LEOTA ST, NORTH PLATTE, NE",41.1208089,-100.7706161
"450 EAST 23RD ST, FREMONT, NE",41.4515239,-96.4918423
"6901 NORTH 72ND ST, OMAHA, NE",41.3218162,-96.0213261
"11111 SOUTH 84TH ST, PAPILLION, NE",41.135853,-96.040111
"4600 38TH ST, COLUMBUS, NE",41.4532832,-97.3838187
"2700 WEST NORFOLK AVE, NORFOLK, NE",42.0324267,-97.4530692
"1710 SOUTH 70TH ST, SUITE 200, LINCOLN, NE",40.7946363,-96.6249829
"7500 SOUTH 91ST ST, LINCOLN, NE",40.736566,-96.59332
"2808 SOUTH 143RD PLZ, OMAHA, NE",41.232734,-96.135383
"16901 LAKESIDE HILLS CT, OMAHA, NE",41.2377133,-96.1805177
"7915 FARNAM DRIVE, OMAHA, NE",41.25751,-96.036634
"2500 BELLEVUE MEDICAL CENTER DR, BELLEVUE, NE",41.1369854,-95.9482544
"6901 NORTH 72ND STREET, SUITE 20300, OMAHA, NE",41.3218162,-96.0213261
"1155 MILL STREET, RENO, NV",39.5245608,-119.796019
"3186 S MARYLAND PKWY, LAS VEGAS, NV",36.1340829,-115.1367387
"1409 EAST LAKE MEAD BLVD, NORTH LAS VEGAS, NV",36.1956849,-115.1228407
"801 EAST WILLIAMS AVENUE, FALLON, NV",39.475823,-118.7654686
"1800 W CHARLESTON BLVD, LAS VEGAS, NV",36.1589569,-115.1655841
"2001 ERRECART BLVD, ELKO, NV",40.823337,-115.731595
"235 W 6TH ST, RENO, NV",39.530658,-119.820671
"102 E LAKE MEAD DR, HENDERSON, NV",36.0393073,-114.9825853
"1600 MEDICAL PARKWAY, CARSON CITY, NV",39.202472,-119.784465
"620 SHADOW LANE, LAS VEGAS, NV",36.1638024,-115.1657371
"2075 EAST FLAMINGO ROAD, LAS VEGAS, NV",36.113634,-115.125727
"2375 PRATER WAY, SPARKS, NV",39.536046,-119.7748179
"3100 N TENAYA WAY, LAS VEGAS, NV",36.2159904,-115.2509537
"657 TOWN CENTER DRIVE, LAS VEGAS, NV",36.1658609,-115.3243569
"3001 ST ROSE PARKWAY, HENDERSON, NV",36.0052736,-115.1161797
"5400 SOUTH RAINBOW BLVD, LAS VEGAS, NV",36.090561,-115.240581
"9300 WEST SUNSET, LAS VEGAS, NV",36.072163,-115.295384
"10101 DOUBLE R BLVD, RENO, NV",39.4362489,-119.759985
"1400 MEDICAL PKWY, CARSON CITY, NV",39.1986196,-119.7815402
"8280 W WARM SPRINGS ROAD, LAS VEGAS, NV",36.0556467,-115.271785
"6900 N DURANGO DR, LAS VEGAS, NV",36.2884206,-115.2879412
"250 PLEASANT ST, CONCORD, NH",43.198462,-71.562302
"1 MEDICAL CENTER DRIVE, LEBANON, NH",43.6728634,-72.2723196
"80 HIGHLAND ST, LACONIA, NH",43.52835,-71.4629101
"172 KINSLEY ST, NASHUA, NH",42.7500404,-71.4810007
"1 ELLIOT WAY, MANCHESTER, NH",42.9841505,-71.4379141
"11 WHITEHALL ROAD, ROCHESTER, NH",43.2981822,-70.9614878
"1 PARKLAND DRIVE, DERRY, NH",42.8758494,-71.3175744
"789 CENTRAL AVE, DOVER, NH",43.2123123,-70.8749926
"580 COURT STREET, KEENE, NH",42.9492513,-72.2897804
"8 PROSPECT STREET, NASHUA, NH",42.7562262,-71.4605865
"5 ALUMNI DRIVE, EXETER, NH",42.9836908,-70.9351128
"333 BORTHWICK AVE, PORTSMOUTH, NH",43.0646866,-70.7891607
"100 MCGREGOR STREET, MANCHESTER, NH",42.9918229,-71.4736184
"30 PROSPECT AVE, HACKENSACK, NJ",40.883458,-74.055636
"201 LYONS AVE, NEWARK, NJ",40.710114,-74.213679
"7600 RIVER RD, NORTH BERGEN, NJ",40.795761,-73.995752
"2100 WESCOTT DRIVE, FLEMINGTON, NJ",40.5314171,-74.8608041
"350 BOULEVARD, PASSAIC, NJ",40.8583914,-74.1374082
"718 TEANECK RD, TEANECK, NJ",40.88275,-74.010206
"ONE CLARA MAAS DRIVE, BELLEVILLE, NJ",40.7855553,-74.1759754
"253 WITHERSPOON ST, PRINCETON, NJ",40.35684,-74.661658
"TWO STONE HARBOR BLVD, CAPE MAY COURT, NJ",39.08752,-74.8165719
"223 N VAN DIEN AVENUE, RIDGEWOOD, NJ",40.983589,-74.100474
"1 COOPER PLAZA, CAMDEN, NJ",39.941517,-75.116804
"100 MADISON AVE, MORRISTOWN, NJ",40.7888335,-74.4661981
"176 PALISADE AVE, JERSEY CITY, NJ",40.734171,-74.049775
"97 WEST PARKWAY, POMPTON PLAINS, NJ",40.9592397,-74.3080839
"703 MAIN ST, PATERSON, NJ",40.902124,-74.1663892
"601 HAMILTON AVE, TRENTON, NJ",40.216339,-74.741427
"WHITEHORSE PIKE AND TOWNSEND AVENUE, BERLIN, NJ",39.7826055,-74.9166983
"865 STONE ST, RAHWAY, NJ",40.6128829,-74.290916
"29 EAST 29TH ST, BAYONNE, NJ",40.6680519,-74.1133411
"225 WILLIAMSON STREET, ELIZABETH, NJ",40.6586186,-74.214402
"175 HIGH ST, NEWTON, NJ",41.055554,-74.765074
"1600 HADDON AVENUE, CAMDEN, NJ",39.9267131,-75.0952454
"200 TRENTON ROAD, BROWNS MILLS, NJ",39.9773816,-74.5857448
"1505 W SHERMAN AVE, VINELAND, NJ",39.4474225,-75.0570301
"ONE RIVERVIEW PLAZA, RED BANK, NJ",40.3530898,-74.0648395
"ONE ROBERT WOOD JOHNSON PL, NEW BRUNSWICK, NJ",40.4958892,-74.4485599
"530 NEW BRUNSWICK AVE, PERTH AMBOY, NJ",40.5189067,-74.2818317
"308 WILLOW AVE, HOBOKEN, NJ",40.7413092,-74.0336095
"99 RT 37 WEST, TOMS RIVER, NJ",39.96353,-74.1920607
"ONE CAPITAL WAY, PENNINGTON, NJ",40.2920865,-74.803273
"350 ENGLE ST, ENGLEWOOD, NJ",40.903997,-73.968469
"1 EAST NEW YORK AVE, SOMERS POINT, NJ",39.314745,-74.593913
"110 REHILL AVE, SOMERVILLE, NJ",40.5681549,-74.5959131
"25 POCONO ROAD, DENVILLE, NJ",40.895375,-74.464792
"99 BEAUVIOR AVE, SUMMIT, NJ",40.7126425,-74.3545997
"425 JACK MARTIN BLVD, BRICK, NJ",40.0783159,-74.1300856
"BAY AND HIGHLAND AVE, MONTCLAIR, NJ",40.8105844,-74.2045916
"175 MADISON AVE, MOUNT HOLLY, NJ",39.9858,-74.795
"230 EAST RIDGEWOOD AVE, PARAMUS, NJ",40.9569813,-74.0629454
"185 ROSEBERRY ST, PHILLIPSBURG, NJ",40.702113,-75.178597
"218A SUNSET ROAD, WILLINGBORO, NJ",40.046318,-74.880595
"1925 PACIFIC AVE, ATLANTIC CITY, NJ",39.3577547,-74.4344935
"501 WEST FRONT STREET, ELMER, NJ",39.5883066,-75.1793827
"254 EASTON AVE, NEW BRUNSWICK, NJ",40.5021886,-74.4601157
"1945 RTE 33, NEPTUNE, NJ",40.2073961,-74.0415097
"355 GRAND STREET, JERSEY CITY, NJ",40.7166294,-74.0501277
"300 SECOND AVENUE, LONG BRANCH, NJ",40.2950181,-73.9855814
"94 OLD SHORT HILLS ROAD, LIVINGSTON, NJ",40.761902,-74.303348
"509 N BROAD ST, WOODBURY, NJ",39.8435899,-75.1503049
"300 CENTRAL AVE, EAST ORANGE, NJ",40.7540233,-74.2133511
"600 RIVER AVE, LAKEWOOD, NJ",40.075032,-74.218318
"18 EAST LAUREL ROAD, STRATFORD, NJ",39.8281063,-75.0089545
"310 WOODSTOWN ROAD, SALEM, NJ",39.6335599,-75.3590166
"750 BRUNSWICK AVE, TRENTON, NJ",40.2362867,-74.7525633
"111 CENTRAL AVENUE, NEWARK, NJ",40.7432297,-74.1743089
"65 JAMES STREET, EDISON, NJ",40.557838,-74.3497037
"ONE HAMILTON HEALTH PLACE, HAMILTON, NJ",40.2157539,-74.672734
"901 WEST MAIN STREET, FREEHOLD, NJ",40.238607,-74.312889
"727 N BEERS ST, HOLMDEL, NJ",40.405782,-74.191811
"1140 RT 72 W, MANAHAWKIN, NJ",39.716361,-74.2830459
"651 WILLOW GROVE ST, HACKETTSTOWN, NJ",40.8617149,-74.816019
"55 MEADOWLANDS PKWY, SECAUCUS, NJ",40.7862109,-74.0756828
"150 BERGEN ST, NEWARK, NJ",40.7402926,-74.192453
"20 WALNUT ST, SUSSEX, NJ",41.20714,-74.603477
"2211 LOMAS BOULEVARD NE, ALBUQUERQUE, NM",35.0876417,-106.6180439
"455 ST MICHAEL'S DRIVE, SANTA FE, NM",35.659597,-105.945783
"104 LEGION AVE, LAS VEGAS, NM",35.6186152,-105.2205737
"2669 NORTH SCENIC DRIVE, ALAMOGORDO, NM",32.9256214,-105.9326423
"801 WEST MAPLE STREET, FARMINGTON, NM",36.723871,-108.217487
"405 W COUNTRY CLUB RD, ROSWELL, NM",33.4233955,-104.5274824
"601 DR MARTIN LUTHER KING JR AVE NE, ALBUQUERQUE, NM",35.086028,-106.639502
"1010 SPRUCE STREET, ESPANOLA, NM",35.9971213,-106.0851723
"1397 WEIMER ROAD, TAOS, NM",36.375329,-105.5640621
"900 W ASH, DEMING, NM",32.2633076,-107.7480542
"1313 E 32ND ST, SILVER CITY, NM",32.7955836,-108.2627556
"4701 MONTGOMERY BOULEVARD NE, ALBUQUERQUE, NM",35.1311166,-106.5907148
"2450 SOUTH TELSHOR BLVD, LAS CRUCES, NM",32.2918598,-106.7347012
"1100 CENTRAL AVENUE SE, ALBUQUERQUE, NM",35.081573,-106.635382
"2100 MARTIN LUTHER KING, JR, BLVD, CLOVIS, NM",34.4193728,-103.2317279
"702 N 13TH ST, ARTESIA, NM",32.8477058,-104.4127404
"3917 WEST ROAD, LOS ALAMOS, NM",35.8825287,-106.3207537
"1016 ROOSEVELT AVENUE, GRANTS, NM",35.1612121,-107.8280667
"1901 RED ROCK DRIVE, GALLUP, NM",35.5073023,-108.7272286
"US HWY 491 NORTH, SHIPROCK, NM",36.6841897,-108.7080652
"ROUTE 301 NORTH, ZUNI, NM",35.0753466,-108.818885
"516 E NIZHONI BLVD, GALLUP, NM",35.5084081,-108.7306637
"JUNCTION OF HWY 371, CROWNPOINT, NM",35.6780769,-108.1511785
"2430 WEST PIERCE, CARLSBAD, NM",32.4417423,-104.2582159
"5419 N LOVINGTON HIGHWAY, HOBBS, NM",32.7606541,-103.1808758
"117 CAMINO DE VIDA, SANTA ROSA, NM",34.9293158,-104.6932607
"10501 GOLF COURSE ROAD NW, ALBUQUERQUE, NM",35.2079989,-106.6765562
"504 ELM STREET NE, ALBUQUERQUE, NM",35.087853,-106.636899
"42121 US HIGHWAY 70, PORTALES, NM",34.149366,-103.3906326
"4311 EAST LOHMAN AVENUE, LAS CRUCES, NM",32.3230999,-106.729
"117 EAST 19TH STREET, ROSWELL, NM",33.4168883,-104.5210746
"2990 RODEO PARK DRIVE EAST, SANTA FE, NM",35.63326,-105.963332
"51-15 BEACH CHANNEL DRIVE, FAR ROCKAWAY, NY",40.594581,-73.781445
"600 NORTHERN BOULEVARD, ALBANY, NY",42.6747133,-73.7485604
"396 BROADWAY, KINGSTON, NY",41.927203,-73.995346
"726 EXCHANGE STREET, SUITE 522, BUFFALO, NY",42.8748215,-78.8494195
"127 SOUTH BROADWAY, YONKERS, NY",40.9296289,-73.8983989
"400 NORTH MAIN STREET, WARSAW, NY",42.754247,-78.1306819
"1276 FULTON AVENUE, BRONX, NY",40.831379,-73.903097
"169 RIVERSIDE DRIVE, BINGHAMTON, NY",42.092988,-75.9370418
"43 NEW SCOTLAND AVENUE, ALBANY, NY",42.6534495,-73.7754266
"89TH AVENUE AND VAN WYCK EXPRESSWAY, JAMAICA, NY",40.7014063,-73.816302
"2525 KINGS HIGHWAY, BROOKLYN, NY",40.6138381,-73.9485056
"45 READE PLACE, POUGHKEEPSIE, NY",41.6944109,-73.9343245
"ONE GUSTAVE L LEVY PLACE, NEW YORK, NY",40.7904071,-73.9538609
"2201 HEMPSTEAD TURNPIKE, EAST MEADOW, NY",40.7254819,-73.5528746
"355 BARD AVENUE, STATEN ISLAND, NY",40.635877,-74.105557
"425 MICHIGAN AVENUE, BUFFALO, NY",42.883412,-78.866099
"111 DRIVING PARK AVENUE, NEWARK, NY",43.060661,-77.100722
"179 NORTH BROAD STREET, NORWICH, NY",42.54123,-75.525772
"156 WEST AVENUE, BROCKPORT, NY",43.2205805,-77.944667
"301 EAST MAIN STREET, BAY SHORE, NY",40.725733,-73.24166
"1656 CHAMPLIN AVENUE, UTICA, NY",43.098398,-75.27819
"270 PARK AVENUE, HUNTINGTON, NY",40.879463,-73.4162149
"1111 AMSTERDAM AVENUE, NEW YORK, NY",40.8059748,-73.9616524
"427 GUY PARK AVENUE, AMSTERDAM, NY",42.954245,-74.215271
"6511 SPRINGBROOK AVENUE, RHINEBECK, NY",41.935072,-73.912876
"200 OHIO STREET, MEDINA, NY",43.2235181,-78.3972039
"56-45 MAIN STREET, FLUSHING, NY",40.747223,-73.825206
"121 DEKALB AVENUE, BROOKLYN, NY",40.6898273,-73.9779415
"315 SOUTH MANNING BOULEVARD, ALBANY, NY",42.6558325,-73.8037182
"196 -198 NORTH STREET, GENEVA, NY",42.876372,-76.988171
"111 EAST 210TH STREET, BRONX, NY",40.880825,-73.879997
"55 PALMER AVENUE, BRONXVILLE, NY",40.9422535,-73.8370328
"170 WILLIAM STREET, NEW YORK, NY",40.7103363,-74.0056287
"621 TENTH STREET, NIAGARA FALLS, NY",43.0937845,-79.0503806
"241 NORTH ROAD, POUGHKEEPSIE, NY",41.7184633,-73.9271032
"127 NORTH STREET, BATAVIA, NY",43.005844,-78.176699
"350 PARRISH STREET, CANANDAIGUA, NY",42.8761559,-77.2890701
"2157 MAIN STREET, BUFFALO, NY",42.928657,-78.848187
"2233 STATE ROUTE 86, SARANAC LAKE, NY",44.3455195,-74.1434669
"234 EAST 149TH STREET, BRONX, NY",40.8177038,-73.9240054
"133 PARK STREET, MALONE, NY",44.8568535,-74.2919856
"ONE NORTON AVENUE, ONEONTA, NY",42.4574753,-75.052439
"12 NORTH 7TH AVENUE, MOUNT VERNON, NY",40.9130375,-73.8402362
"201 MANOR PLACE, GREENPORT, NY",41.110391,-72.361276
"600 ROE AVENUE, ELMIRA, NY",42.100764,-76.828001
"71 PROSPECT AVENUE, HUDSON, NY",42.245949,-73.778547
"191 NORTH MAIN STREET, WELLSVILLE, NY",42.122418,-77.950559
"525 EAST 68TH STREET, NEW YORK, NY",40.7642825,-73.9542669
"2950 ELMWOOD AVENUE, KENMORE, NY",42.977624,-78.880448
"515 MAIN STREET, OLEAN, NY",42.090486,-78.427804
"160 NORTH MIDLAND AVENUE, NYACK, NY",41.0964213,-73.9250113
"300 COMMUNITY DRIVE, MANHASSET, NY",40.7768639,-73.7021219
"1300 ROANOKE AVENUE, RIVERHEAD, NY",40.933763,-72.673831
"555 EAST MARKET STREET, ELMIRA, NY",42.092214,-76.797332
"224 EAST MAIN STREET, SPRINGVILLE, NY",42.5085089,-78.6593054
"321 GENESEE STREET, ONEIDA, NY",43.077884,-75.654127
"100 EAST 77TH STREET, NEW YORK, NY",40.7738805,-73.9607736
"1425 PORTLAND AVENUE, ROCHESTER, NY",43.192443,-77.5858998
"707 EAST MAIN STREET, MIDDLETOWN, NY",41.4413785,-74.3682094
"1400 PELHAM PARKWAY SOUTH, BRONX, NY",40.854314,-73.846705
"79-01 BROADWAY, ELMHURST, NY",40.745005,-73.885613
"100 MEMORIAL DRIVE, GOWANDA, NY",42.4642,-78.943337
"160 EAST MAIN STREET, PORT JERVIS, NY",41.36763,-74.681502
"ONE ATWELL ROAD, COOPERSTOWN, NY",42.695987,-74.923303
"301 PROSPECT AVENUE, SYRACUSE, NY",43.055707,-76.149807
"101 HOSPITAL ROAD, PATCHOGUE, NY",40.78,-72.9776276
"7571 STATE ROUTE 54, BATH, NY",42.374144,-77.27869
"411 CANISTEO STREET, HORNELL, NY",42.313941,-77.660757
"339 HICKS STREET, BROOKLYN, NY",40.6905615,-73.9976592
"1101 NOTT STREET, SCHENECTADY, NY",42.819628,-73.916531
"830 WASHINGTON STREET, WATERTOWN, NY",43.965183,-75.9141549
"255 LAFAYETTE AVENUE, SUFFERN, NY",41.110731,-74.134569
"4900 BROAD ROAD, SYRACUSE, NY",43.0056146,-76.1700211
"475 SEAVIEW AVENUE, STATEN ISLAND, NY",40.584546,-74.085514
"400 EAST MAIN STREET, MOUNT KISCO, NY",41.196771,-73.725717
"521 EAST AVENUE, LOCKPORT, NY",43.177379,-78.671228
"1000 SOUTH AVENUE, ROCHESTER, NY",43.135616,-77.606018
"259 FIRST STREET, MINEOLA, NY",40.740713,-73.645026
"FIRST AVENUE AT 16TH STREET, NEW YORK, NY",40.7326491,-73.9816158
"134 HOMER AVENUE, CORTLAND, NY",42.608842,-76.187635
"77 WEST BARNEY STREET, GOUVERNEUR, NY",44.337636,-75.474231
"2215 BURDETT AVENUE, TROY, NY",42.733544,-73.672494
"101 ST ANDREWS LANE, GLEN COVE, NY",40.87062,-73.622494
"100 PORT WASHINGTON BOULEVARD, ROSLYN, NY",40.804619,-73.670232
"16 GUION PLACE, NEW ROCHELLE, NY",40.9127568,-73.7872039
"75 NORTH COUNTRY ROAD, PORT JEFFERSON, NY",40.939996,-73.055104
"5300 MILITARY ROAD, LEWISTON, NY",43.154175,-79.032541
"100 PARK STREET, GLENS FALLS, NY",43.3065206,-73.6466304
"45TH AVENUE AND PARSONS BOULEVARD, FLUSHING, NY",40.7554331,-73.8153202
"4802 TENTH AVENUE, BROOKLYN, NY",40.6394439,-73.9986276
"270 - 05 76TH AVENUE, NEW HYDE PARK, NY",40.75332,-73.708988
"2601 OCEAN PARKWAY, BROOKLYN, NY",40.5854918,-73.9655836
"50 LEROY STREET, POTSDAM, NY",44.67677,-74.9823739
"ONE HEALTHY WAY, OCEANSIDE, NY",40.6518935,-73.6309555
"1901 FIRST AVENUE, NEW YORK, NY",40.7845604,-73.9437804
"585 SCHENECTADY AVENUE, BROOKLYN, NY",40.659569,-73.933783
"451 CLARKSON AVENUE, BROOKLYN, NY",40.656686,-73.943468
"736 IRVING AVENUE, SYRACUSE, NY",43.041466,-76.1378848
"FIRST AVENUE AT 27TH STREET, NEW YORK, NY",40.7756108,-73.9361401
"15 - 19  MAPLE AVENUE, WARWICK, NY",41.3327723,-74.3587914
"976 NORTH BROADWAY, YONKERS, NY",40.9696667,-73.8844682
"214 KING STREET, OGDENSBURG, NY",44.691587,-75.499781
"7785 NORTH STATE STREET, LOWVILLE, NY",43.795344,-75.4992539
"550 FIRST AVENUE, NEW YORK, NY",40.7433452,-73.974079
"1500 NORTH JAMES STREET, ROME, NY",43.2295238,-75.4436137
"110 WEST SIXTH STREET, OSWEGO, NY",43.454907,-76.5164495
"462 GRIDER STREET, BUFFALO, NY",42.9253092,-78.831115
"374 STOCKHOLM STREET, BROOKLYN, NY",40.704189,-73.917541
"211 CHURCH STREET, SARATOGA SPRING, NY",43.085615,-73.797121
"1 HOSPITAL DRIVE, MASSENA, NY",44.9357878,-74.9073622
